province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 21.3943629164668,DOUBLE,2020-03-18 01:28:29.218000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 68.56342029935644,DOUBLE,2020-03-18 01:28:29.218000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 17.14457933386003,DOUBLE,2020-03-18 01:28:29.611000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 73.50786993841265,DOUBLE,2020-03-18 01:28:29.611000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 26.584864644293884,DOUBLE,2020-03-18 01:28:29.781000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 22.401424206584267,DOUBLE,2020-03-18 01:28:29.781000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 52.93097003774063,DOUBLE,2020-03-18 01:28:29.942000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 45.44013506713888,DOUBLE,2020-03-18 01:28:29.942000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 99.13410995635901,DOUBLE,2020-03-18 01:28:30.126000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 15.042701206991858,DOUBLE,2020-03-18 01:28:30.126000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 51.039201204321046,DOUBLE,2020-03-18 01:28:30.256000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 74.66476690842288,DOUBLE,2020-03-18 01:28:30.256000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 40.17096607594627,DOUBLE,2020-03-18 01:28:30.461000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 23.20492912534804,DOUBLE,2020-03-18 01:28:30.461000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 67.28093939877412,DOUBLE,2020-03-18 01:28:30.581000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 29.8979523553233,DOUBLE,2020-03-18 01:28:30.581000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 25.348080010562025,DOUBLE,2020-03-18 01:28:30.787000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 45.17331216323441,DOUBLE,2020-03-18 01:28:30.787000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 74.15409410760587,DOUBLE,2020-03-18 01:28:30.908000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 42.07584420510704,DOUBLE,2020-03-18 01:28:30.908000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 53.201629572424764,DOUBLE,2020-03-18 01:28:31.193000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 67.45806834008727,DOUBLE,2020-03-18 01:28:31.193000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 26.08212861140809,DOUBLE,2020-03-18 01:28:31.331000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 61.266886622004876,DOUBLE,2020-03-18 01:28:31.331000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 20.928904664347407,DOUBLE,2020-03-18 01:28:31.467000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 65.76386297508108,DOUBLE,2020-03-18 01:28:31.467000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 15.308228171372003,DOUBLE,2020-03-18 01:28:31.647000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 16.51303812701807,DOUBLE,2020-03-18 01:28:31.647000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 62.46400530300456,DOUBLE,2020-03-18 01:28:31.908000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 75.28118686734119,DOUBLE,2020-03-18 01:28:31.908000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 18.241574393695736,DOUBLE,2020-03-18 01:28:32.032000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 29.288048394797343,DOUBLE,2020-03-18 01:28:32.032000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 93.00517509236062,DOUBLE,2020-03-18 01:28:32.159000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 23.37521986155366,DOUBLE,2020-03-18 01:28:32.159000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 80.54348792437531,DOUBLE,2020-03-18 01:28:32.290000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 57.78124524450341,DOUBLE,2020-03-18 01:28:32.290000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 29.47759437685906,DOUBLE,2020-03-18 01:28:32.449000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 58.85007090949859,DOUBLE,2020-03-18 01:28:32.449000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 63.58037440310247,DOUBLE,2020-03-18 01:28:32.576000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 56.480554252672405,DOUBLE,2020-03-18 01:28:32.576000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 46.225869571743054,DOUBLE,2020-03-18 01:28:32.721000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 45.68227086054108,DOUBLE,2020-03-18 01:28:32.721000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 86.82519715179328,DOUBLE,2020-03-18 01:28:32.845000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 32.77195088537952,DOUBLE,2020-03-18 01:28:32.845000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 25.37873608960658,DOUBLE,2020-03-18 01:28:32.970000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 67.58914505290902,DOUBLE,2020-03-18 01:28:32.970000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 17.838778056892547,DOUBLE,2020-03-18 01:28:33.108000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 65.01495658099125,DOUBLE,2020-03-18 01:28:33.108000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 78.62455537835953,DOUBLE,2020-03-18 01:28:33.235000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 27.21559259870495,DOUBLE,2020-03-18 01:28:33.235000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 62.38048669782272,DOUBLE,2020-03-18 01:28:33.491000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 30.021281565809737,DOUBLE,2020-03-18 01:28:33.491000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 86.78578181414031,DOUBLE,2020-03-18 01:28:33.618000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 32.8807538694023,DOUBLE,2020-03-18 01:28:33.618000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 12.039519877190314,DOUBLE,2020-03-18 01:28:33.736000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 16.001546083661786,DOUBLE,2020-03-18 01:28:33.736000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 1.0125747631517084,DOUBLE,2020-03-18 01:28:33.946000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 62.295467560265976,DOUBLE,2020-03-18 01:28:33.946000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 41.07506517777371,DOUBLE,2020-03-18 01:28:34.072000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 32.32116279595439,DOUBLE,2020-03-18 01:28:34.072000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 72.15332199790022,DOUBLE,2020-03-18 01:28:34.211000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 38.918865723673306,DOUBLE,2020-03-18 01:28:34.211000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 25.81882810299603,DOUBLE,2020-03-18 01:28:34.378000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 90.90834072176118,DOUBLE,2020-03-18 01:28:34.378000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 27.970820497801654,DOUBLE,2020-03-18 01:28:34.551000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 93.60045457874124,DOUBLE,2020-03-18 01:28:34.551000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 49.94615497047423,DOUBLE,2020-03-18 01:28:34.680000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 85.96500396777807,DOUBLE,2020-03-18 01:28:34.680000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 77.31750864971707,DOUBLE,2020-03-18 01:28:34.811000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 13.891888812586217,DOUBLE,2020-03-18 01:28:34.811000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 26.183959913367385,DOUBLE,2020-03-18 01:28:34.931000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 16.72412730855955,DOUBLE,2020-03-18 01:28:34.931000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 79.77551060389717,DOUBLE,2020-03-18 01:28:35.061000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 5.296729337901372,DOUBLE,2020-03-18 01:28:35.061000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 83.97322946110563,DOUBLE,2020-03-18 01:28:35.187000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 56.9955142938211,DOUBLE,2020-03-18 01:28:35.187000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,still_water, 27.207975006651868,DOUBLE,2020-03-18 01:28:35.309000000,MILLISECONDS
province,northern_cape,region,northern_cape_a,factory,building-ExOui,sparkling_water, 94.15580799340772,DOUBLE,2020-03-18 01:28:35.309000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,still_water, 67.51413582682268,DOUBLE,2020-03-18 01:28:35.435000000,MILLISECONDS
province,eastern_cape,region,eastern_cape_a,factory,building-fj2hx,sparkling_water, 54.873859952029974,DOUBLE,2020-03-18 01:28:35.435000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,still_water, 45.883423912487984,DOUBLE,2020-03-18 01:28:35.562000000,MILLISECONDS
province,western_cape,region,western_cape_a,factory,building-6kMPE,sparkling_water, 83.11451768841147,DOUBLE,2020-03-18 01:28:35.562000000,MILLISECONDS
